"Tabela 9605 - População residente, por cor ou raça, nos Censos Demográficos"
"Variável - População residente"
"Nível","Cód.","Município","Ano x Cor ou raça"
"Nível","Cód.","Município","2022"
"Nível","Cód.","Município","Branca",,"Preta",,"Amarela",,"Parda",,"Indígena"
"MU","4302105","Bento Gonçalves (RS)","99591","Pessoas","5109","Pessoas","76","Pessoas","18262","Pessoas","108","Pessoas"
"MU","4302154","Boa Vista das Missões (RS)","1269","Pessoas","11","Pessoas","-","Pessoas","653","Pessoas","-","Pessoas"
"MU","4302204","Boa Vista do Buricá (RS)","6185","Pessoas","78","Pessoas","4","Pessoas","699","Pessoas","-","Pessoas"
"MU","4302220","Boa Vista do Cadeado (RS)","1981","Pessoas","71","Pessoas","-","Pessoas","177","Pessoas","-","Pessoas"
"MU","4302238","Boa Vista do Incra (RS)","2003","Pessoas","20","Pessoas","-","Pessoas","247","Pessoas","1","Pessoas"
"MU","4302253","Boa Vista do Sul (RS)","2566","Pessoas","44","Pessoas","1","Pessoas","166","Pessoas","2","Pessoas"
"MU","4302303","Bom Jesus (RS)","7425","Pessoas","420","Pessoas","9","Pessoas","3330","Pessoas","18","Pessoas"
"MU","4302352","Bom Princípio (RS)","11906","Pessoas","237","Pessoas","1","Pessoas","989","Pessoas","9","Pessoas"
"MU","4302378","Bom Progresso (RS)","1647","Pessoas","48","Pessoas","-","Pessoas","401","Pessoas","-","Pessoas"
"MU","4302402","Bom Retiro do Sul (RS)","10491","Pessoas","643","Pessoas","2","Pessoas","1146","Pessoas","12","Pessoas"
"MU","4302451","Boqueirão do Leão (RS)","4799","Pessoas","138","Pessoas","1","Pessoas","1305","Pessoas","4","Pessoas"
"MU","4302501","Bossoroca (RS)","4070","Pessoas","247","Pessoas","4","Pessoas","1569","Pessoas","-","Pessoas"
"MU","4302584","Bozano (RS)","1812","Pessoas","17","Pessoas","1","Pessoas","320","Pessoas","1","Pessoas"
"MU","4302600","Braga (RS)","2084","Pessoas","94","Pessoas","1","Pessoas","1082","Pessoas","7","Pessoas"
"MU","4302659","Brochier (RS)","4550","Pessoas","133","Pessoas","-","Pessoas","279","Pessoas","4","Pessoas"
"MU","4302709","Butiá (RS)","14699","Pessoas","1579","Pessoas","42","Pessoas","2753","Pessoas","11","Pessoas"
"MU","4302808","Caçapava do Sul (RS)","25629","Pessoas","3932","Pessoas","14","Pessoas","2872","Pessoas","68","Pessoas"
"MU","4302907","Cacequi (RS)","8398","Pessoas","674","Pessoas","4","Pessoas","2080","Pessoas","1","Pessoas"
"MU","4303004","Cachoeira do Sul (RS)","64639","Pessoas","6396","Pessoas","62","Pessoas","8837","Pessoas","134","Pessoas"
"MU","4303103","Cachoeirinha (RS)","107048","Pessoas","11001","Pessoas","124","Pessoas","17950","Pessoas","135","Pessoas"
"MU","4303202","Cacique Doble (RS)","2921","Pessoas","55","Pessoas","-","Pessoas","641","Pessoas","986","Pessoas"
"MU","4303301","Caibaté (RS)","3554","Pessoas","73","Pessoas","1","Pessoas","1075","Pessoas","1","Pessoas"
"MU","4303400","Caiçara (RS)","3908","Pessoas","46","Pessoas","-","Pessoas","879","Pessoas","3","Pessoas"
"MU","4303509","Camaquã (RS)","51570","Pessoas","3945","Pessoas","19","Pessoas","6459","Pessoas","207","Pessoas"
"MU","4303558","Camargo (RS)","2500","Pessoas","55","Pessoas","-","Pessoas","426","Pessoas","-","Pessoas"
"MU","4303608","Cambará do Sul (RS)","5085","Pessoas","260","Pessoas","1","Pessoas","1013","Pessoas","2","Pessoas"
"MU","4303673","Campestre da Serra (RS)","2661","Pessoas","76","Pessoas","-","Pessoas","505","Pessoas","-","Pessoas"
"MU","4303707","Campina das Missões (RS)","5457","Pessoas","47","Pessoas","1","Pessoas","376","Pessoas","1","Pessoas"
"MU","4303806","Campinas do Sul (RS)","4380","Pessoas","145","Pessoas","1","Pessoas","757","Pessoas","1","Pessoas"
"MU","4303905","Campo Bom (RS)","53678","Pessoas","1940","Pessoas","47","Pessoas","7189","Pessoas","31","Pessoas"
"MU","4304002","Campo Novo (RS)","3380","Pessoas","75","Pessoas","1","Pessoas","1519","Pessoas","-","Pessoas"
"MU","4304101","Campos Borges (RS)","3048","Pessoas","34","Pessoas","3","Pessoas","527","Pessoas","1","Pessoas"
"MU","4304200","Candelária (RS)","24305","Pessoas","1446","Pessoas","9","Pessoas","3142","Pessoas","4","Pessoas"
"MU","4304309","Cândido Godói (RS)","5965","Pessoas","49","Pessoas","-","Pessoas","279","Pessoas","1","Pessoas"
"MU","4304358","Candiota (RS)","7281","Pessoas","874","Pessoas","6","Pessoas","2518","Pessoas","31","Pessoas"
"MU","4304408","Canela (RS)","36931","Pessoas","2375","Pessoas","31","Pessoas","9478","Pessoas","131","Pessoas"
"MU","4304507","Canguçu (RS)","44254","Pessoas","2785","Pessoas","10","Pessoas","2598","Pessoas","33","Pessoas"
"MU","4304606","Canoas (RS)","273200","Pessoas","26717","Pessoas","415","Pessoas","46969","Pessoas","344","Pessoas"
"MU","4304614","Canudos do Vale (RS)","1590","Pessoas","25","Pessoas","-","Pessoas","41","Pessoas","-","Pessoas"
"MU","4304622","Capão Bonito do Sul (RS)","1205","Pessoas","31","Pessoas","-","Pessoas","497","Pessoas","-","Pessoas"
"MU","4304630","Capão da Canoa (RS)","52051","Pessoas","3870","Pessoas","46","Pessoas","7572","Pessoas","55","Pessoas"
"MU","4304655","Capão do Cipó (RS)","2507","Pessoas","93","Pessoas","-","Pessoas","519","Pessoas","-","Pessoas"
"MU","4304663","Capão do Leão (RS)","20335","Pessoas","2366","Pessoas","21","Pessoas","3726","Pessoas","39","Pessoas"
"MU","4304671","Capivari do Sul (RS)","2917","Pessoas","471","Pessoas","-","Pessoas","579","Pessoas","24","Pessoas"
"MU","4304689","Capela de Santana (RS)","9540","Pessoas","396","Pessoas","10","Pessoas","1122","Pessoas","91","Pessoas"
"MU","4304697","Capitão (RS)","2644","Pessoas","58","Pessoas","4","Pessoas","215","Pessoas","-","Pessoas"
"MU","4304705","Carazinho (RS)","48903","Pessoas","2464","Pessoas","29","Pessoas","10276","Pessoas","132","Pessoas"
"MU","4304713","Caraá (RS)","6873","Pessoas","131","Pessoas","2","Pessoas","358","Pessoas","30","Pessoas"
"MU","4304804","Carlos Barbosa (RS)","26688","Pessoas","707","Pessoas","10","Pessoas","2995","Pessoas","20","Pessoas"
"MU","4304853","Carlos Gomes (RS)","1278","Pessoas","9","Pessoas","-","Pessoas","76","Pessoas","5","Pessoas"
"MU","4304903","Casca (RS)","8106","Pessoas","216","Pessoas","-","Pessoas","1142","Pessoas","1","Pessoas"
"MU","4304952","Caseiros (RS)","2370","Pessoas","42","Pessoas","1","Pessoas","583","Pessoas","4","Pessoas"
"MU","4305009","Catuípe (RS)","6953","Pessoas","194","Pessoas","-","Pessoas","1527","Pessoas","-","Pessoas"
"MU","4305108","Caxias do Sul (RS)","354450","Pessoas","21980","Pessoas","359","Pessoas","86265","Pessoas","437","Pessoas"
"MU","4305116","Centenário (RS)","2612","Pessoas","33","Pessoas","-","Pessoas","75","Pessoas","1","Pessoas"
"MU","4305124","Cerrito (RS)","4801","Pessoas","441","Pessoas","-","Pessoas","564","Pessoas","2","Pessoas"
"MU","4305132","Cerro Branco (RS)","3274","Pessoas","157","Pessoas","2","Pessoas","365","Pessoas","4","Pessoas"
"MU","4305157","Cerro Grande (RS)","1618","Pessoas","72","Pessoas","-","Pessoas","687","Pessoas","2","Pessoas"
"MU","4305173","Cerro Grande do Sul (RS)","7296","Pessoas","483","Pessoas","4","Pessoas","1392","Pessoas","3","Pessoas"
"MU","4305207","Cerro Largo (RS)","10671","Pessoas","233","Pessoas","8","Pessoas","2788","Pessoas","5","Pessoas"
"MU","4305306","Chapada (RS)","8311","Pessoas","133","Pessoas","11","Pessoas","1085","Pessoas","-","Pessoas"
"MU","4305355","Charqueadas (RS)","27845","Pessoas","2183","Pessoas","31","Pessoas","4804","Pessoas","149","Pessoas"
"MU","4305371","Charrua (RS)","1574","Pessoas","8","Pessoas","-","Pessoas","77","Pessoas","1109","Pessoas"
"MU","4305405","Chiapetta (RS)","3096","Pessoas","51","Pessoas","-","Pessoas","766","Pessoas","-","Pessoas"
"MU","4305439","Chuí (RS)","5010","Pessoas","230","Pessoas","3","Pessoas","1003","Pessoas","16","Pessoas"
"MU","4305447","Chuvisca (RS)","4143","Pessoas","180","Pessoas","-","Pessoas","274","Pessoas","-","Pessoas"
"MU","4305454","Cidreira (RS)","12836","Pessoas","1433","Pessoas","11","Pessoas","2769","Pessoas","22","Pessoas"
"MU","4305504","Ciríaco (RS)","3180","Pessoas","141","Pessoas","1","Pessoas","827","Pessoas","-","Pessoas"
"MU","4305587","Colinas (RS)","2258","Pessoas","30","Pessoas","-","Pessoas","133","Pessoas","2","Pessoas"
"MU","4305603","Colorado (RS)","2601","Pessoas","259","Pessoas","-","Pessoas","397","Pessoas","1","Pessoas"
"MU","4305702","Condor (RS)","4938","Pessoas","207","Pessoas","-","Pessoas","1261","Pessoas","-","Pessoas"
"MU","4305801","Constantina (RS)","8065","Pessoas","204","Pessoas","2","Pessoas","1712","Pessoas","402","Pessoas"
"MU","4305835","Coqueiro Baixo (RS)","1185","Pessoas","49","Pessoas","-","Pessoas","56","Pessoas","-","Pessoas"
"MU","4305850","Coqueiros do Sul (RS)","1895","Pessoas","51","Pessoas","-","Pessoas","264","Pessoas","1","Pessoas"
"MU","4305871","Coronel Barros (RS)","2321","Pessoas","50","Pessoas","5","Pessoas","441","Pessoas","5","Pessoas"
"MU","4305900","Coronel Bicaco (RS)","4086","Pessoas","183","Pessoas","3","Pessoas","1852","Pessoas","20","Pessoas"
"MU","4305934","Coronel Pilar (RS)","1485","Pessoas","18","Pessoas","-","Pessoas","104","Pessoas","-","Pessoas"
"MU","4305959","Cotiporã (RS)","3560","Pessoas","29","Pessoas","1","Pessoas","255","Pessoas","1","Pessoas"
"MU","4305975","Coxilha (RS)","1934","Pessoas","84","Pessoas","3","Pessoas","641","Pessoas","5","Pessoas"
"MU","4306007","Crissiumal (RS)","11196","Pessoas","268","Pessoas","7","Pessoas","1409","Pessoas","6","Pessoas"
"MU","4306056","Cristal (RS)","5794","Pessoas","641","Pessoas","-","Pessoas","830","Pessoas","34","Pessoas"
"MU","4306072","Cristal do Sul (RS)","2019","Pessoas","50","Pessoas","2","Pessoas","620","Pessoas","1","Pessoas"
"MU","4306106","Cruz Alta (RS)","46933","Pessoas","2540","Pessoas","29","Pessoas","9377","Pessoas","33","Pessoas"
"MU","4306130","Cruzaltense (RS)","1450","Pessoas","24","Pessoas","-","Pessoas","161","Pessoas","-","Pessoas"
"MU","4306205","Cruzeiro do Sul (RS)","9938","Pessoas","395","Pessoas","-","Pessoas","1236","Pessoas","31","Pessoas"
"MU","4306304","David Canabarro (RS)","3749","Pessoas","122","Pessoas","1","Pessoas","440","Pessoas","9","Pessoas"
"MU","4306320","Derrubadas (RS)","2268","Pessoas","45","Pessoas","1","Pessoas","437","Pessoas","-","Pessoas"
"MU","4306353","Dezesseis de Novembro (RS)","2159","Pessoas","19","Pessoas","1","Pessoas","328","Pessoas","-","Pessoas"
"MU","4306379","Dilermando de Aguiar (RS)","2146","Pessoas","104","Pessoas","-","Pessoas","555","Pessoas","1","Pessoas"
"MU","4306403","Dois Irmãos (RS)","27373","Pessoas","466","Pessoas","19","Pessoas","2832","Pessoas","19","Pessoas"
"MU","4306429","Dois Irmãos das Missões (RS)","1220","Pessoas","87","Pessoas","1","Pessoas","779","Pessoas","3","Pessoas"
"MU","4306452","Dois Lajeados (RS)","2885","Pessoas","32","Pessoas","1","Pessoas","179","Pessoas","-","Pessoas"
"MU","4306502","Dom Feliciano (RS)","10464","Pessoas","1079","Pessoas","2","Pessoas","1505","Pessoas","1","Pessoas"
"MU","4306551","Dom Pedro de Alcântara (RS)","2414","Pessoas","51","Pessoas","-","Pessoas","95","Pessoas","2","Pessoas"
"MU","4306601","Dom Pedrito (RS)","28423","Pessoas","3570","Pessoas","16","Pessoas","4959","Pessoas","11","Pessoas"
"MU","4306700","Dona Francisca (RS)","2303","Pessoas","250","Pessoas","1","Pessoas","521","Pessoas","4","Pessoas"
"MU","4306734","Doutor Maurício Cardoso (RS)","3643","Pessoas","141","Pessoas","-","Pessoas","686","Pessoas","-","Pessoas"
"MU","4306759","Doutor Ricardo (RS)","1644","Pessoas","55","Pessoas","1","Pessoas","188","Pessoas","-","Pessoas"
"MU","4306767","Eldorado do Sul (RS)","29445","Pessoas","3165","Pessoas","19","Pessoas","6872","Pessoas","58","Pessoas"
"MU","4306809","Encantado (RS)","18842","Pessoas","1336","Pessoas","9","Pessoas","2766","Pessoas","8","Pessoas"
"MU","4306908","Encruzilhada do Sul (RS)","17740","Pessoas","2300","Pessoas","7","Pessoas","3756","Pessoas","15","Pessoas"
"MU","4306924","Engenho Velho (RS)","805","Pessoas","28","Pessoas","-","Pessoas","75","Pessoas","388","Pessoas"
"MU","4306932","Entre-Ijuís (RS)","6749","Pessoas","286","Pessoas","-","Pessoas","2100","Pessoas","23","Pessoas"
"MU","4306957","Entre Rios do Sul (RS)","1921","Pessoas","107","Pessoas","-","Pessoas","655","Pessoas","2","Pessoas"
"MU","4306973","Erebango (RS)","1859","Pessoas","69","Pessoas","-","Pessoas","675","Pessoas","451","Pessoas"
"MU","4307005","Erechim (RS)","84006","Pessoas","3171","Pessoas","57","Pessoas","18311","Pessoas","154","Pessoas"
"MU","4307054","Ernestina (RS)","2647","Pessoas","21","Pessoas","-","Pessoas","366","Pessoas","-","Pessoas"
"MU","4307104","Herval (RS)","4654","Pessoas","537","Pessoas","9","Pessoas","991","Pessoas","-","Pessoas"
"MU","4307203","Erval Grande (RS)","3769","Pessoas","270","Pessoas","-","Pessoas","891","Pessoas","-","Pessoas"
"MU","4307302","Erval Seco (RS)","4622","Pessoas","181","Pessoas","2","Pessoas","1957","Pessoas","25","Pessoas"
"MU","4307401","Esmeralda (RS)","2424","Pessoas","74","Pessoas","4","Pessoas","690","Pessoas","3","Pessoas"
"MU","4307450","Esperança do Sul (RS)","2794","Pessoas","65","Pessoas","-","Pessoas","367","Pessoas","-","Pessoas"
"MU","4307500","Espumoso (RS)","12708","Pessoas","306","Pessoas","2","Pessoas","2155","Pessoas","2","Pessoas"
"MU","4307559","Estação (RS)","4595","Pessoas","246","Pessoas","1","Pessoas","736","Pessoas","4","Pessoas"
"MU","4307609","Estância Velha (RS)","40522","Pessoas","1548","Pessoas","28","Pessoas","5784","Pessoas","42","Pessoas"
"MU","4307708","Esteio (RS)","60277","Pessoas","5810","Pessoas","55","Pessoas","9930","Pessoas","65","Pessoas"
"MU","4307807","Estrela (RS)","27696","Pessoas","1360","Pessoas","14","Pessoas","3008","Pessoas","102","Pessoas"
"MU","4307815","Estrela Velha (RS)","2760","Pessoas","47","Pessoas","-","Pessoas","233","Pessoas","30","Pessoas"
"MU","4307831","Eugênio de Castro (RS)","2003","Pessoas","77","Pessoas","1","Pessoas","551","Pessoas","1","Pessoas"
"MU","4307864","Fagundes Varela (RS)","2241","Pessoas","44","Pessoas","-","Pessoas","281","Pessoas","-","Pessoas"
"MU","4307906","Farroupilha (RS)","57299","Pessoas","2117","Pessoas","23","Pessoas","10733","Pessoas","113","Pessoas"
"MU","4308003","Faxinal do Soturno (RS)","5053","Pessoas","433","Pessoas","2","Pessoas","1201","Pessoas","13","Pessoas"
"MU","4308052","Faxinalzinho (RS)","1641","Pessoas","69","Pessoas","1","Pessoas","514","Pessoas","295","Pessoas"
"MU","4308078","Fazenda Vilanova (RS)","3550","Pessoas","215","Pessoas","1","Pessoas","523","Pessoas","2","Pessoas"
"MU","4308102","Feliz (RS)","12385","Pessoas","268","Pessoas","12","Pessoas","1096","Pessoas","3","Pessoas"
"MU","4308201","Flores da Cunha (RS)","26523","Pessoas","676","Pessoas","9","Pessoas","3677","Pessoas","7","Pessoas"
"MU","4308250","Floriano Peixoto (RS)","1561","Pessoas","6","Pessoas","2","Pessoas","99","Pessoas","-","Pessoas"
"MU","4308300","Fontoura Xavier (RS)","6970","Pessoas","155","Pessoas","1","Pessoas","2422","Pessoas","1","Pessoas"
"MU","4308409","Formigueiro (RS)","4854","Pessoas","952","Pessoas","1","Pessoas","578","Pessoas","28","Pessoas"
"MU","4308433","Forquetinha (RS)","2325","Pessoas","25","Pessoas","-","Pessoas","43","Pessoas","-","Pessoas"
"MU","4308458","Fortaleza dos Valos (RS)","3750","Pessoas","143","Pessoas","4","Pessoas","574","Pessoas","6","Pessoas"
"MU","4308508","Frederico Westphalen (RS)","26913","Pessoas","588","Pessoas","18","Pessoas","5098","Pessoas","10","Pessoas"
"MU","4308607","Garibaldi (RS)","30079","Pessoas","883","Pessoas","9","Pessoas","3341","Pessoas","23","Pessoas"
"MU","4308656","Garruchos (RS)","1746","Pessoas","50","Pessoas","-","Pessoas","891","Pessoas","1","Pessoas"
"MU","4308706","Gaurama (RS)","5020","Pessoas","124","Pessoas","3","Pessoas","516","Pessoas","2","Pessoas"
"MU","4308805","General Câmara (RS)","6725","Pessoas","324","Pessoas","10","Pessoas","551","Pessoas","2","Pessoas"
"MU","4308854","Gentil (RS)","1216","Pessoas","52","Pessoas","-","Pessoas","318","Pessoas","158","Pessoas"
"MU","4308904","Getúlio Vargas (RS)","13605","Pessoas","446","Pessoas","8","Pessoas","2529","Pessoas","13","Pessoas"
"MU","4309001","Giruá (RS)","12152","Pessoas","371","Pessoas","8","Pessoas","3481","Pessoas","-","Pessoas"
"MU","4309050","Glorinha (RS)","6411","Pessoas","427","Pessoas","8","Pessoas","803","Pessoas","9","Pessoas"
"MU","4309100","Gramado (RS)","33697","Pessoas","1208","Pessoas","21","Pessoas","5164","Pessoas","44","Pessoas"
"MU","4309126","Gramado dos Loureiros (RS)","1390","Pessoas","102","Pessoas","11","Pessoas","430","Pessoas","81","Pessoas"
"MU","4309159","Gramado Xavier (RS)","2504","Pessoas","71","Pessoas","4","Pessoas","725","Pessoas","-","Pessoas"
"MU","4309209","Gravataí (RS)","210244","Pessoas","21344","Pessoas","220","Pessoas","33024","Pessoas","240","Pessoas"
"MU","4309258","Guabiju (RS)","1226","Pessoas","28","Pessoas","-","Pessoas","163","Pessoas","-","Pessoas"
"MU","4309308","Guaíba (RS)","71916","Pessoas","8507","Pessoas","58","Pessoas","12350","Pessoas","93","Pessoas"
"MU","4309407","Guaporé (RS)","20887","Pessoas","721","Pessoas","3","Pessoas","3650","Pessoas","7","Pessoas"
"MU","4309506","Guarani das Missões (RS)","6348","Pessoas","101","Pessoas","-","Pessoas","966","Pessoas","-","Pessoas"
"MU","4309555","Harmonia (RS)","4768","Pessoas","229","Pessoas","4","Pessoas","376","Pessoas","1","Pessoas"
"MU","4309571","Herveiras (RS)","1916","Pessoas","49","Pessoas","-","Pessoas","600","Pessoas","-","Pessoas"
"MU","4309605","Horizontina (RS)","15552","Pessoas","358","Pessoas","12","Pessoas","2924","Pessoas","5","Pessoas"
"MU","4309654","Hulha Negra (RS)","4075","Pessoas","321","Pessoas","1","Pessoas","1546","Pessoas","33","Pessoas"
"MU","4309704","Humaitá (RS)","3963","Pessoas","115","Pessoas","-","Pessoas","596","Pessoas","7","Pessoas"
"MU","4309753","Ibarama (RS)","3141","Pessoas","72","Pessoas","1","Pessoas","518","Pessoas","-","Pessoas"
"MU","4309803","Ibiaçá (RS)","3968","Pessoas","103","Pessoas","1","Pessoas","451","Pessoas","4","Pessoas"
"MU","4309902","Ibiraiaras (RS)","5035","Pessoas","115","Pessoas","5","Pessoas","1172","Pessoas","449","Pessoas"
"MU","4309951","Ibirapuitã (RS)","2888","Pessoas","85","Pessoas","-","Pessoas","748","Pessoas","2","Pessoas"
"MU","4310009","Ibirubá (RS)","17676","Pessoas","626","Pessoas","5","Pessoas","3272","Pessoas","4","Pessoas"
"MU","4310108","Igrejinha (RS)","26352","Pessoas","922","Pessoas","27","Pessoas","5485","Pessoas","17","Pessoas"
"MU","4310207","Ijuí (RS)","66486","Pessoas","2207","Pessoas","80","Pessoas","15941","Pessoas","62","Pessoas"
"MU","4310306","Ilópolis (RS)","3622","Pessoas","59","Pessoas","-","Pessoas","475","Pessoas","1","Pessoas"
"MU","4310330","Imbé (RS)","22583","Pessoas","1084","Pessoas","19","Pessoas","3099","Pessoas","39","Pessoas"
"MU","4310363","Imigrante (RS)","2849","Pessoas","47","Pessoas","-","Pessoas","184","Pessoas","-","Pessoas"
"MU","4310405","Independência (RS)","5241","Pessoas","142","Pessoas","2","Pessoas","1042","Pessoas","-","Pessoas"
"MU","4310413","Inhacorá (RS)","1293","Pessoas","50","Pessoas","-","Pessoas","671","Pessoas","-","Pessoas"
"MU","4310439","Ipê (RS)","4551","Pessoas","129","Pessoas","1","Pessoas","717","Pessoas","1","Pessoas"
"MU","4310462","Ipiranga do Sul (RS)","1419","Pessoas","49","Pessoas","-","Pessoas","251","Pessoas","1","Pessoas"
"MU","4310504","Iraí (RS)","5463","Pessoas","147","Pessoas","-","Pessoas","1095","Pessoas","776","Pessoas"
"MU","4310538","Itaara (RS)","4633","Pessoas","180","Pessoas","-","Pessoas","756","Pessoas","3","Pessoas"
"MU","4310553","Itacurubi (RS)","2175","Pessoas","156","Pessoas","-","Pessoas","664","Pessoas","-","Pessoas"
"MU","4310579","Itapuca (RS)","1468","Pessoas","39","Pessoas","-","Pessoas","430","Pessoas","-","Pessoas"
"MU","4310603","Itaqui (RS)","23545","Pessoas","1878","Pessoas","8","Pessoas","10316","Pessoas","20","Pessoas"
